Chromosome Position(bp) Rate(cM/Mb) Map(cM)
5 0 0 0
5 121868 2.19674199623352 0
5 156914 0 0.07698702
5 188211 1.68191778365535 0.07698702
5 210518 0 0.11450556
5 443683 0.121363415218607 0.11450556
5 581396 2.08618460660162 0.13121888
5 658468 0 0.2920053
5 757963 0 0.2920053
5 860059 0 0.2920053
5 882265 0 0.2920053
5 935908 0 0.2920053
5 963618 4.92012704882491 0.2920053
5 986680 0 0.40547327
5 1044556 0.424370073596654 0.40547327
5 1067519 0 0.41521808
5 1104904 1.13553983327065 0.41521808
5 1168720 0 0.48768369
5 1210223 8.54502292950034 0.48768369
5 1239443 0 0.73736926
5 1295473 0 0.73736926
5 1318515 0 0.73736926
5 1356140 3.06645392635448 0.73736926
5 1389326 4.12299891301834 0.8391326
5 1432565 0.280973634742374 1.01740695
5 1474059 1.85945244215937 1.02906567
5 1481839 0 1.04353221
5 1520525 3.31977602716469 1.04353221
5 1594150 0 1.28795072
5 1617412 0 1.28795072
5 1651588 1.80053546744271 1.28795072
5 1692823 4.50582432168651 1.3621958
5 1718438 0 1.47761249
5 1751897 0 1.47761249
5 1779853 0 1.47761249
5 1805312 4.29460700055978 1.47761249
5 1835681 0 1.60803541
5 1868160 0 1.60803541
5 1903930 2.91552950008832 1.60803541
5 1926574 2.49192174551558 1.67405466
5 1955173 0 1.74532113
5 1978410 0 1.74532113
5 1999589 0 1.74532113
5 2041086 0.689517253248451 1.74532113
5 2052707 1.24653636572214 1.75333401
5 2087575 0.197453820067834 1.79679824
5 2112640 7.03479232912636 1.80174742
5 2143145 2.07076660646198 2.01634376
5 2173043 0.584677253956375 2.07825554
5 2209124 1.26747529328119 2.09935128
5 2251319 0 2.1528324
5 2294582 5.50466940852533 2.1528324
5 2323273 0 2.31076687
5 2371482 0 2.31076687
5 2401907 3.60562372241054 2.31076687
5 2440554 0 2.45011341
5 2478879 1.63648427760077 2.45011341
5 2514974 0.187915150439336 2.50918231
5 2537508 0 2.51341679
5 2577768 0 2.51341679
5 2646808 0 2.51341679
5 2702263 0.255715514939324 2.51341679
5 2735966 0.490880777055105 2.52203517
5 2770867 1.91444675804781 2.5391674
5 2860674 0.396530064452967 2.71109812
5 2983244 6.64124329490104 2.75970081
5 3015682 0 2.97512946
5 3048286 9.37750840413987 2.97512946
5 3086065 1.11315111236178 3.32940235
5 3206889 0 3.46389772
5 3273207 0 3.46389772
5 3294244 0 3.46389772
5 3317111 0 3.46389772
5 3349859 0 3.46389772
5 3393262 0.804729818358115 3.46389772
5 3428331 0 3.49211879
5 3457055 3.75984912415292 3.49211879
5 3496160 0.329202399630816 3.63914769
5 3550335 1.18501567921004 3.65698223
5 3610287 0.339792719919108 3.72802629
5 3663693 0 3.74617326
5 3684232 0 3.74617326
5 3721013 1.52462869105333 3.74617326
5 3802697 0 3.87071103
5 3841639 3.61721893337487 3.87071103
5 3918667 0 4.14933817
5 3946088 0 4.14933817
5 3969140 13.9433803953207 4.14933817
5 4001367 0 4.59869149
5 4056528 0 4.59869149
