Chromosome Position(bp) Rate(cM/Mb) Map(cM)
21 0 0 0
21 479389 1.06149360414194 0
21 1161002 1.03764239420511 0.72352784
21 1187232 0 0.7507452
21 2109801 0 0.7507452
21 2290328 0 0.7507452
21 2338155 0 0.7507452
21 2416354 0 0.7507452
21 2544485 0 0.7507452
21 2594259 0 0.7507452
21 2641544 0 0.7507452
21 2662473 1.07681819331664 0.7507452
21 2702004 0.259225809532905 0.7933129
21 2785756 0 0.81502358
21 2813989 0.333075549524136 0.81502358
21 2869992 0 0.83367681
21 2890136 0 0.83367681
21 2937636 0.288357207567976 0.83367681
21 3013799 1.34921070259006 0.85563896
21 3040671 0 0.89189495
21 3041574 1.14200486777801 0.89189495
21 3196881 0 1.0692563
21 3296627 1.50063318392672 1.0692563
21 3449900 0 1.29926285
21 3674005 1.1906197357092 1.29926285
21 3727431 0 1.3628729
21 3866539 0 1.3628729
21 3913213 1.52582259654752 1.3628729
21 3973054 0 1.45417965
21 4008189 0 1.45417965
21 4055731 3.14797956124237 1.45417965
21 4103092 0 1.60327111
21 4139840 3.01203061999073 1.60327111
21 4342714 0 2.21433381
21 4420712 0 2.21433381
21 4500376 5.19424663389614 2.21433381
21 4533129 0 2.38446097
21 4565754 2.65840898277666 2.38446097
21 4586772 0.439311416447126 2.44033541
21 4650163 2.75848612734895 2.4681838
21 4685232 0.90353286914948 2.56492115
21 4948777 1.01207528692859 2.80304272
21 5153009 0 3.00974088
21 5195518 11.2187021024448 3.00974088
21 5218301 1.24121866853819 3.26533657
21 5238249 0 3.2900964
21 5327935 0 3.2900964
21 5401674 0 3.2900964
21 5436148 0 3.2900964
21 5509980 0 3.2900964
21 5540265 0 3.2900964
21 5592407 2.17587953947061 3.2900964
21 5656594 0 3.42975958
21 5726608 2.23339961974237 3.42975958
21 5778152 0 3.54487793
21 5797940 0 3.54487793
21 5869478 0 3.54487793
21 5896308 0.501032121959951 3.54487793
21 5946554 0.197577417878571 3.57005279
21 6025218 0.0640685710827368 3.58559502
21 6058264 0 3.58771223
21 6095419 0 3.58771223
21 6196735 0 3.58771223
21 6367707 0.690053742098997 3.58771223
21 6400456 0 3.6103108
21 6421765 0 3.6103108
21 6484385 0 3.6103108
21 6508620 1.05838607978071 3.6103108
21 6715111 0.0685725703724094 3.828858
21 6755148 2.65702581409977 3.83160344
21 6837816 1.92748049401262 4.05125445
21 6885750 0.154535920791194 4.1436463
21 7064922 3.07274334738983 4.17133481
21 7099307 0 4.27699109
21 7126983 0 4.27699109
21 7153080 0.168759438377534 4.27699109
21 7185130 0.939219847115597 4.28239983
21 7307183 0 4.39703443
21 7342404 0 4.39703443
21 7409739 1.66459398722418 4.39703443
21 7466252 3.8998586759918 4.49110563
21 7507717 0 4.65281327
21 7536537 0 4.65281327
21 7569063 0 4.65281327
21 7598057 3.16640734311714 4.65281327
21 7674101 0 4.89359955
21 7709935 1.54767381021589 4.89359955
21 7823464 4.15404329877109 5.06930541
21 7844296 2.54149749483202 5.15584244
21 7872837 0.0505841067949711 5.22837932
21 7907745 0.428625755490434 5.23014511
21 7941167 0 5.24447064
21 7973582 0.904110920132902 5.24447064
21 8017217 2.10823159917234 5.28392152
21 8044281 0 5.3409787
21 8068219 0 5.3409787
21 8096480 0.888350929939881 5.3409787
21 8125084 0.514050190925026 5.36638909
21 8183222 2.8246669946845 5.39627494
21 8307199 0 5.74646868
21 8330459 0.875924595741742 5.74646868
21 8388652 1.57429059516612 5.79744136
21 8459775 0 5.90940963
21 8531678 0 5.90940963
21 8554401 0 5.90940963
21 8593082 0 5.90940963
21 8714442 35.8018124670479 5.90940963
21 8739099 7.46865613248761 6.79217492
21 8765426 0 6.98880223
21 8814006 0.30579027856908 6.98880223
21 8847355 0 6.99900003
21 8871764 0 6.99900003
21 8902862 4.26216215635277 6.99900003
21 8995908 0 7.39557717
21 9132412 0 7.39557717
21 9164228 4.96471362472483 7.39557717
21 9186489 0 7.50609666
21 9223695 3.28623752220817 7.50609666
21 9278292 0.141973659155831 7.68551537
21 9341312 0 7.69446255
21 9412945 0 7.69446255
21 9465633 0 7.69446255
21 9493626 0 7.69446255
21 9519853 0 7.69446255
21 9562870 0 7.69446255
21 9608887 0 7.69446255
21 9645863 11.2457458695445 7.69446255
21 9666805 0 7.92997096
21 9696111 2.97433415341142 7.92997096
21 9737164 1.4599707748831 8.0520763
21 9820996 3.50147440502917 8.17446857
21 9865536 0.50344377109265 8.33042424
21 9948207 0 8.37204444
21 9973522 0 8.37204444
21 10010929 4.16409518189959 8.37204444
21 10060077 1.19098032593095 8.57670139
21 10083763 0 8.60491095
21 10123664 0.658219717463112 8.60491095
21 10156934 0 8.62680992
21 10194180 2.33310565312512 8.62680992
21 10276913 1.34740060856983 8.81983475
21 10296960 2.07648242920507 8.84684609
21 10340925 2.45264109637804 8.93813864
21 10397110 0.229051066347144 9.07594028
21 10496843 4.96240641711232 9.09878423
21 10532186 0 9.27417056
21 10558020 0 9.27417056
21 10638011 1.90069695617858 9.27417056
21 10667152 7.37671003148504 9.32955877
21 10712888 1.35384777418901 9.66693998
