Chromosome Position(bp) Rate(cM/Mb) Map(cM)
22 0 0 0
22 178967 0 0
22 199935 0.630087742181257 0
22 441438 0 0.15216808
22 518530 0 0.15216808
22 550101 0 0.15216808
22 593100 0 0.15216808
22 651171 0 0.15216808
22 747038 0 0.15216808
22 810412 1.864566529843 0.15216808
22 935634 0.156805279145281 0.38565283
22 1012010 1.8020970776038 0.39762899
22 1049753 0 0.46564554
22 1092963 0 0.46564554
22 1129008 3.42090365759612 0.46564554
22 1165316 3.03391055648582 0.58985171
22 1247133 0 0.83807717
22 1295940 0 0.83807717
22 1335402 0 0.83807717
22 1401367 0 0.83807717
22 1418645 0 0.83807717
22 1443404 3.57948103208829 0.83807717
22 1470766 1.17486777418961 0.93601893
22 1560877 0 1.04188744
22 1654768 1.48238089428415 1.04188744
22 1703947 0 1.11478945
22 1738773 1.25461811722913 1.11478945
22 1777057 3.88431864447372 1.16282125
22 1860567 2.03593792542924 1.4872007
22 1958997 6.28042446619463 1.68759807
22 2067604 1.53824569654133 2.36969613
22 2212197 6.12275400466271 2.59211569
22 2278682 2.04860928595895 2.99918699
22 2310795 1.37205162249722 3.06497398
22 2329624 2.00198325208251 3.09080834
22 2466238 0 3.36430728
22 2514948 0.481424066727698 3.36430728
22 2583765 0.307157325062506 3.39743744
22 2646959 3.67999307544616 3.41684794
22 2678730 2.13215111504202 3.533765
22 2710388 0 3.60126464
22 2754320 0 3.60126464
22 2779868 0 3.60126464
22 2799401 0 3.60126464
22 2848904 0 3.60126464
22 2886646 0 3.60126464
22 2909285 0 3.60126464
22 2946770 4.60109885542553 3.60126464
22 2978048 0 3.74517781
22 3004263 0 3.74517781
22 3057710 0.46974017680749 3.74517781
22 3107821 0 3.76871696
22 3163936 0 3.76871696
22 3220010 6.3447349519049 3.76871696
22 3267624 6.83295913356612 4.07081517
22 3304280 0 4.32128412
22 3350917 0 4.32128412
22 3372717 0.589401113061673 4.32128412
22 3506582 0 4.4001843
22 3549197 0.14787824664484 4.4001843
22 3609105 0 4.40904339
22 3679627 0 4.40904339
22 3703892 1.60865959314935 4.40904339
22 3798423 0 4.56111159
22 3834614 6.70549548780139 4.56111159
22 3869741 0 4.79665553
22 3963831 9.11977075356007 4.79665553
22 4003788 2.40746521485166 5.16105421
22 4070555 5.32512220082679 5.32179344
22 4144818 3.56580023973315 5.71725299
22 4183194 0 5.85409414
22 4212969 9.04537876693392 5.85409414
22 4234671 0.678265390328445 6.05039695
22 4283143 1.49848664629548 6.08327383
22 4333541 2.54427400518113 6.15879456
22 4380635 3.37655354412269 6.2786146
22 4400908 4.67797978562534 6.34706747
22 4490844 0 6.76778626
22 4533470 2.57688298833756 6.76778626
22 4579944 0 6.88754432
22 4606768 4.82005866331448 6.88754432
22 4659271 4.81598161018513 7.14061186
22 4691789 1.7799670883381 7.29721795
22 4746499 1.77996708833809 7.39459994940298
22 4804515 0 7.49786652
22 4923253 5.20548137564052 7.49786652
22 4943549 0 7.60351697
22 4971947 0 7.60351697
22 5001038 6.46419544280011 7.60351697
22 5030837 2.02985261919541 7.79614353
22 5061438 1.07926886013217 7.85825905
22 5134078 1.08463485084739 7.93665714
22 5173199 4.39547231060967 7.97908914
22 5204312 2.54444901983528 8.11584547
22 5238796 4.20888818982563 8.20358825
22 5261048 0 8.29724443
22 5304398 3.6993563218391 8.29724443
22 5359208 0.669678989157341 8.50000615
22 5382634 0.172464145745013 8.51569405
22 5476277 0 8.53184411
22 5499054 0 8.53184411
22 5531843 0 8.53184411
22 5553183 0 8.53184411
22 5582039 6.61340176088971 8.53184411
22 5603619 0 8.67456132
22 5623694 0.842906837606855 8.67456132
22 5647094 0 8.69428534
22 5693798 0.870673440873843 8.69428534
22 5733163 0 8.7285594
22 5786344 4.79953702600757 8.7285594
22 5811529 0 8.84943574
22 5837156 0 8.84943574
22 5879481 0 8.84943574
22 5916128 5.19564055510954 8.84943574
22 5942285 0 8.98533811
22 5973740 0 8.98533811
22 5986322 3.65768854951952 8.98533811
22 6017229 0 9.09838629
22 6054177 0 9.09838629
22 6092530 1.40924637395165 9.09838629
22 6143205 0 9.16979985
22 6179148 2.60824023306193 9.16979985
22 6246083 1.91892722362636 9.34438241
22 6303849 2.70778991878086 9.45523116
22 6375507 9.7226990031678 9.64926597
22 6409916 0.403341161861542 9.98381432
22 6446960 0 9.99875569
22 6483212 5.55838447098167 9.99875569
22 6546603 1.48968539325844 10.35110724
22 6605343 1.85204311784178 10.43861136
22 6639482 0 10.50183826
22 6683071 6.95929849867529 10.50183826
22 6717041 0 10.73824563
22 6741201 0 10.73824563
22 6766918 0.0127879361644535 10.73824563
22 6803888 1.72121643835615 10.7387184
22 6844038 0 10.80782524
22 6874059 1.22434405618663 10.80782524
22 6920191 0 10.86430668
22 6949563 0 10.86430668
22 6970153 0 10.86430668
22 7005226 0 10.86430668
22 7079353 7.99947436074 10.86430668
