Chromosome Position(bp) Rate(cM/Mb) Map(cM)
6 0 0 0
6 188606 1.4503727110679 0
6 219461 0 0.04475125
6 246599 0 0.04475125
6 341775 0 0.04475125
6 377725 0 0.04475125
6 415422 0 0.04475125
6 447706 0 0.04475125
6 504170 0 0.04475125
6 529300 0 0.04475125
6 566952 2.84587512836311 0.04475125
6 591297 3.06213987869598 0.11403408
6 622953 0 0.21096918
6 641260 0 0.21096918
6 670124 0 0.21096918
6 711091 0 0.21096918
6 757140 0 0.21096918
6 808313 0 0.21096918
6 844252 0 0.21096918
6 866656 0 0.21096918
6 898495 0 0.21096918
6 929478 2.5593635707411 0.21096918
6 962726 0 0.2960629
6 996944 0 0.2960629
6 1038474 0 0.2960629
6 1064279 0 0.2960629
6 1089730 0 0.2960629
6 1115355 0 0.2960629
6 1149552 0 0.2960629
6 1173982 0 0.2960629
6 1211440 0 0.2960629
6 1285962 0 0.2960629
6 1333796 0 0.2960629
6 1360469 0 0.2960629
6 1459698 0 0.2960629
6 1488718 0 0.2960629
6 1526650 0 0.2960629
6 1593628 0 0.2960629
6 1624657 0 0.2960629
6 1761563 0 0.2960629
6 1774727 0.148124863976465 0.2960629
6 1907976 0 0.31580039
6 1951302 0 0.31580039
6 1972442 0.450798104185182 0.31580039
6 1996073 0.0950505196827579 0.3264532
6 2106525 0.199717210508598 0.33695172
6 2186726 0.232125588279945 0.35296924
6 2239422 1.06356617647059 0.36520133
6 2267438 1.36444835429749 0.3949982
6 2318875 0 0.46518133
6 2349249 0 0.46518133
6 2364486 2.71051455721795 0.46518133
6 2394162 0 0.54561856
6 2418816 1.97752250685831 0.54561856
6 2496459 0 0.69915934
6 2603132 0 0.69915934
6 2660270 0.0389037536676046 0.69915934
6 2874647 0 0.70749941
6 2956073 0.340469217220332 0.70749941
6 3004899 0 0.72412316
6 3026364 0 0.72412316
6 3047877 0 0.72412316
6 3071977 0 0.72412316
6 3108854 3.89770503016697 0.72412316
6 3165870 0 0.94635471
6 3273444 2.18871568542443 0.94635471
6 3331109 0.967264877624549 1.072567
6 3395501 0.660147543423261 1.13485112
6 3442538 0 1.16590248
6 3488908 0.335434417129262 1.16590248
6 3520433 0 1.17647705
6 3541132 0 1.17647705
6 3589994 0 1.17647705
6 3629382 3.98125061449219 1.17647705
6 3680237 0 1.37894355
6 3741604 0 1.37894355
6 3770459 2.72352404012452 1.37894355
6 3799369 0.490931460126684 1.45768063
6 3823997 0 1.46977129
