Chromosome Position(bp) Rate(cM/Mb) Map(cM)
27 0 0 0
27 1159618 3.42935528120713 0
27 1176385 6.8963241602323 0.0575
27 1236997 4.07505342847829 0.4755
27 1292211 2.71752085816448 0.7005
27 1313186 0 0.7575
27 1355462 1.26806415021257 0.7575
27 1463895 12.1911360962217 0.895
27 1479193 17.2263789803376 1.0815
27 1507928 2.95607392725856 1.5765
27 1566959 0.487099107788765 1.751
27 1670634 0 1.8015
27 1672953 0.712662588879205 1.8015
27 1795732 0.306574013187125 1.889
27 1908266 0.0513557929334438 1.9235
27 1976418 0.508905852417303 1.927
27 2003928 0.469857903579462 1.941
27 2039045 0.28000592953733 1.9575
27 2099758 3.04024321945755 1.9745
27 2137255 0.486442380115491 2.0885
27 2232847 2.28508751885198 2.135
27 2254728 1.38040528386294 2.185
27 2382589 9.439736346516 2.3615
27 2403829 3.15076923076923 2.562
27 2444454 0.812559710827235 2.69
27 2545985 1.37865996048141 2.7725
27 2657325 1.37876984702911 2.926
27 2691776 2.4067681236933 2.9735
27 2712343 1.26865671641791 3.023
27 2792743 2.54370594560153 3.125
27 2893187 0.69251098831211 3.3805
27 3034701 0.408526532339252 3.4785
27 3103240 1.84848307024236 3.5065
27 3154363 0.785557488859034 3.601
27 3290572 1.48252998584519 3.708
27 3357687 2.10875746568167 3.8075
27 3431190 1.39007865431041 3.9625
27 3559600 1.06774748861433 4.141
27 3605491 1.36103029993704 4.19
27 3664270 0.346191889218603 4.27
27 3775480 1.62596748065038 4.3085
27 3858815 0.426532549997034 4.444
27 4128431 0.803660911824215 4.559
27 4234197 0.762123098287175 4.644
27 4477596 0.553301364810023 4.8295
27 4534527 0.799561383469643 4.861
27 4578301 1.59398310068402 4.896
27 4610610 0.902610934866009 4.9475
27 4685947 1.51992439754292 5.0155
27 4749437 0.499283286894614 5.112
27 4811526 0.410124885915968 5.143
27 4984644 1.5907892423976 5.214
27 5041534 1.22471196588951 5.3045
27 5085626 0.265814145623046 5.3585
27 5224821 1.44900727586632 5.3955
27 5273475 0.410991075622365 5.466
27 5307539 0.571126895757342 5.48
27 5411719 0.249261801587604 5.5395
27 5489950 0.225577877444859 5.559
27 5527631 0 5.5675
27 5565338 2.70569971168773 5.5675
27 5587883 3.36893591535236 5.6285
27 5607919 2.34399558991695 5.696
27 5827416 0.257711521687426 6.2105
27 5903082 1.80133813690169 6.23
27 5974973 3.58103153263262 6.3595
27 6015883 1.40386701550634 6.506
27 6047225 0.465503517293947 6.55
27 6402754 0.0322596601552338 6.7155
27 7332708 0.459861734905042 6.7455
27 7463182 7.00437773608506 6.8055
27 7479172 0.395067773598343 6.9175
27 7658888 1.11298647293363 6.9885
27 7699769 1.35576418450055 7.034
27 7734067 5.18459282953487 7.0805
27 7771582 1.04837568122302 7.275
27 7884614 5.06067214673151 7.3935
27 7920380 10.616588115252 7.5745
27 7940961 0.306245506180072 7.793
27 8203822 0.251480381177194 7.8735
27 8352939 0 7.911
27 8397592 2.20258176039258 7.911
27 8469326 7.89933459722682 8.069
27 8496227 2.10846452668169 8.2815
27 8535355 0.614013144429519 8.364
27 8579328 6.98140379437733 8.391
27 8611270 3.13398634076204 8.614
27 8655782 0.278951998798358 8.7535
27 8702385 2.82491485537826 8.7665
27 8803096 5.47794439511238 9.051
27 8883053 0.625509622795348 9.489
27 8972580 4.56831295325816 9.545
27 9067035 2.57371717334623 9.9765
27 9141441 3.9027837118349 10.168
27 9202295 2.68861726677487 10.4055
27 9383429 0.466077474387715 10.8925
27 9497144 2.14685632140426 10.9455
27 9550012 2.77402477937161 11.059
27 9654373 2.43749017141061 11.3485
27 9705245 1.40056635401941 11.4725
27 9933724 3.48838465110754 11.7925
27 10026317 0.13177681658217 12.1155
27 10348832 1.03775559742209 12.158
27 10573355 0.806150286887137 12.391
27 10768728 0.515926424405556 12.5485
27 10880178 0.561894882434297 12.606
27 10949586 0.203565794161062 12.645
27 11067484 1.7211703958692 12.669
27 11108154 2.9284783755558 12.739
27 11201035 1.14204537541261 13.011
27 11344637 10.4046242774566 13.175
27 11373182 2.72687609075044 13.472
27 11396102 1.96982574437814 13.5345
27 11609065 0.646851986996612 13.954
27 11669357 4.74943904263274 13.993
27 11736207 0.937914626892987 14.3105
27 11954777 0.716394753298982 14.5155
27 12081104 2.18154162274675 14.606
27 12156051 3.03045419399893 14.7695
27 12196144 0.859922478630287 14.891
27 12235101 0.9080226471531 14.9245
27 12272545 2.3226903951845 14.9585
27 12333681 1.02133032917785 15.1005
27 12414458 0.318316861698915 15.183
27 12480430 1.08718377587287 15.204
27 12504345 1.30582975521224 15.23
27 12549527 0.105356315057541 15.289
27 12596985 3.12794422460901 15.294
27 12623520 5.17679825623636 15.377
27 12656552 1.16113261356689 15.548
27 12681097 0.824717383433246 15.5765
27 12730811 0.143680741392642 15.6175
27 12786490 0.216631660246204 15.6255
27 12892661 0.489859183762997 15.6485
27 12961048 0.724375226367262 15.682
27 13035595 2.16450216450214 15.736
27 13082257 0.484911783356332 15.837
27 13162684 1.12952675134276 15.876
27 13249446 0.539994025598021 15.974
27 13292965 3.97018311456817 15.9975
27 13317649 2.2178244847823 16.0955
27 13420227 0.153494660156918 16.323
27 13589614 2.04568251007442 16.349
27 13703268 1.40682951784119 16.5815
27 13758001 1.22592307852143 16.6585
27 13806128 2.18632470886762 16.7175
27 13894404 1.26463494204673 16.9105
27 14030807 3.27402135231325 17.083
27 14058907 1.62195591547158 17.175
27 14144606 0.246700382385631 17.314
27 14185141 0.409217266146442 17.324
27 14256008 2.5903736505455 17.353
27 14290559 0.0831249880108298 17.4425
27 14446950 5.54214223002629 17.4555
27 14474286 1.73982204105981 17.607
27 14534637 0.422024279864926 17.712
27 14590321 3.4156505106398 17.7355
27 14619598 2.64429043282358 17.8355
27 14671975 0.654871816893545 17.974
27 14718549 0 18.0045
27 14768460 1.13651923866902 18.0045
27 14804975 1.94107990594086 18.046
27 14850053 2.68289341492373 18.1335
27 14893849 1.0893246187363 18.251
27 14912668 1.90299722062249 18.2715
27 14992542 4.06305867056712 18.4235
