Chromosome Position(bp) Rate(cM/Mb) Map(cM)
15 0 0 0
15 115887 0.36241263266891 0
15 173832 0 0.021
15 497929 0 0.021
15 608517 0.183982337695581 0.021
15 671023 0.221448519370594 0.0325
15 752306 0.153480839593117 0.0505
15 1035729 1.56346612490063 0.094
15 1148939 0.251017713119495 0.271
15 1240566 0.141341424344647 0.294
15 1293629 0.63667686776382 0.3015
15 1387083 0.144613159797542 0.361
15 1442403 0.458078209219588 0.369
15 1507894 0.492701853790724 0.399
15 1540368 0.0636583547043525 0.415
15 1595349 0.285730613177896 0.4185
15 1630347 0.161731774073153 0.4285
15 1670537 0.168201842210653 0.435
15 1732962 0.868783702816057 0.4455
15 1766342 0.153692461384769 0.4745
15 1896472 0.0359090372787103 0.4945
15 2091409 0.984106677163805 0.5015
15 2152378 0.646945178042858 0.5615
15 2265216 0.148289882803157 0.6345
15 2578791 0.314041484114096 0.681
15 2644069 0.0927516988205885 0.7015
15 2746493 0.0546886393466531 0.711
15 2801349 4.23682183338836 0.714
15 2837697 0.327824376568469 0.868
15 2881928 0.117836521465886 0.8825
15 2907387 0.244006588177881 0.8855
15 2989352 0.38725456892452 0.9055
15 3062947 2.02359162090706 0.934
15 3112117 0.464359481106141 1.0335
15 3246711 1.52614714338184 1.096
15 3325668 1.16636147269105 1.2165
15 3537009 2.43682611743499 1.463
15 3626880 1.13422359185071 1.682
15 3720336 0.369374147598122 1.788
15 3773128 0.42110559359482 1.8075
15 3864554 1.18524573413712 1.846
15 3913489 0.62372708757638 1.904
15 3952769 2.07931233460015 1.9285
15 4003026 1.48072041581048 2.033
15 4019572 0.596003896632373 2.0575
15 4262859 1.99347589706414 2.2025
15 4287690 0.349110297695876 2.252
15 4334953 3.20991081653192 2.2685
15 4363770 2.27775236352546 2.361
15 4416234 6.73577304012086 2.4805
15 4440062 0.817426143820951 2.641
15 4526920 1.65691226382319 2.712
15 4564339 0.746816846229186 2.774
15 4605179 0.832829452500199 2.8045
15 4692832 0.91313675774393 2.8775
15 4749231 2.005794517495 2.929
15 4776153 2.25807245520772 2.983
15 4857417 2.59767105353821 3.1665
15 4929982 1.54228205463339 3.355
15 4968237 1.0580106959698 3.414
15 5132224 1.63241223325794 3.5875
15 5183069 0.296909665234353 3.6705
15 5425567 0 3.7425
15 5487639 1.11018233112168 3.7425
