Chromosome Position(bp) Rate(cM/Mb) Map(cM)
24 0 0 0
24 163270 1.8356827649381 0
24 300821 1.28374839986035 0.2525
24 438309 1.13682203234442 0.429
24 465578 0.896713271356416 0.46
24 520222 3.42635989206079 0.509
24 548386 0.560438034399984 0.6055
24 750014 0.0789126761609443 0.7185
24 857728 1.00015911622304 0.727
24 901721 1.53280913601048 0.771
24 944453 0.111947608519213 0.8365
24 980184 0.321586196189757 0.8405
24 1025273 0.782574670666494 0.855
24 1094276 0.294480208190658 0.909
24 1167286 6.54751371438684 0.9305
24 1172937 1.08776398174679 0.9675
24 1191783 0.921135646687697 0.988
24 1271033 0.966434093909112 1.061
24 1313457 1.61980440097799 1.102
24 1346177 2.31187669990934 1.155
24 1368237 1.25693764283382 1.206
24 1398867 0.121447656060237 1.2445
24 1468856 0.803525142560916 1.253
24 1526726 2.29615852678469 1.2995
24 1570277 1.36077075893114 1.3995
24 1657360 0.571700809909481 1.518
24 1793795 0.60780396215969 1.596
24 1876881 3.22676727561557 1.6465
24 1897025 2.15453364036388 1.7115
24 1940886 0.713281616077472 1.806
24 2132956 1.94466867248844 1.943
24 2173837 1.21485595279417 2.0225
24 2205528 0.806815981410957 2.061
24 2236514 0.54624908958486 2.086
24 2274958 2.08951941053554 2.107
24 2284051 0.793223180076627 2.126
24 2317459 1.80929452104764 2.1525
24 2385994 0.046010011778562 2.2765
24 2440330 1.59251322179187 2.279
24 2491193 1.34418028379737 2.36
24 2533970 0.397269673877718 2.4175
24 2561659 0.984128688245924 2.4285
24 2673433 0.280174002801742 2.5385
24 2741248 1.18469137785631 2.5575
24 2766149 3.43708637547499 2.587
24 2789570 1.30762908167078 2.6675
24 2816336 1.82558402533199 2.7025
24 2847285 1.48042548525057 2.759
24 2901999 2.2483895256421 2.84
24 2949811 0.191269605134527 2.9475
24 3020392 0.31970385327276 2.961
24 3079822 4.2915645978645 2.98
24 3133299 0.567279328341275 3.2095
24 3208218 1.50373399114656 3.252
24 3237811 4.67069460513348 3.2965
24 3261148 0.888432758660306 3.4055
24 3391715 0.309255946908276 3.5215
