Chromosome Position(bp) Rate(cM/Mb) Map(cM)
29 0 0 0
29 426723 0.00531474263391495 0
29 656085 0.0373386387822144 0.00121898
29 699311 0.0568026011673914 0.0028328
29 750365 0.0478921970317764 0.00573252
29 838229 0.215382048715382 0.00994014
29 862205 0.0658605376860298 0.01510413
29 995517 0.199594954983858 0.02388402
29 1045388 0.0992959582790091 0.0338384
29 1198788 0.666112738881357 0.04906995
29 1221655 0.3626895419728 0.06430151
29 1272831 0.369989030234214 0.0828628
29 1324792 0.350506561071677 0.1020874
29 1372269 0.466897002521244 0.11872839
29 1404396 0.308357095082198 0.1337284
29 1461210 0.19853357811473 0.15124714
29 1549452 0.424871831728235 0.16876587
29 1591194 0.233951432167746 0.18650071
29 1656340 0.825381426933592 0.20174211
29 1679018 0.201162467084841 0.22045968
29 1772440 0.639178300522417 0.23925298
29 1806321 0.746553841954415 0.26090852
29 1842956 0.26484098320418 0.28825842
29 1928513 0.422884550781979 0.31091743
29 1982095 0.528629737609329 0.33357644
29 2033545 0.768804976296824 0.36077411
29 2070038 0.993484419263456 0.38883013
29 2098278 1.15461541627227 0.41688616
29 2122577 0.686047487205302 0.44494218
29 2170253 0.872960306073649 0.47765043
29 2222528 1.38548677468495 0.52328414
29 2258633 0.716134431177991 0.57330669
29 2325552 1.68278341509307 0.62122968
29 2355314 1.00983860269732 0.67131225
29 2400544 1.13193060169804 0.71698709
29 2427634 0.99249718241829 0.74765133
29 2458689 0.488260713561411 0.77847377
29 2522790 1.00958342744668 0.80977188
29 2553781 1.31285666330984 0.84106037
29 2577613 0.358340859981479 0.87234885
29 2665080 0.64137530537867 0.90369191
29 2715018 0.952642681006566 0.93572101
29 2748677 1.06446901039073 0.96778634
29 2778800 0.546571260265428 0.99985166
29 2836518 0.211314399095586 1.03139865
29 2966547 0.873081111462395 1.0588761
29 2995014 0.218777655366721 1.08373038
29 3105752 0.45019883301743 1.10795717
29 3159566 0.20997421063637 1.13218395
29 3274342 0.239220201699357 1.15628393
29 3375086 0.740121773324031 1.18038391
29 3406620 0.294561609430414 1.20372274
29 3485853 0.901607046279842 1.22706157
29 3511739 0.72700296735905 1.2504004
29 3543080 0.673683744997015 1.27318553
