Chromosome Position(bp) Rate(cM/Mb) Map(cM)
5 0 0 0
5 121868 0.0804371397591737 0
5 156914 0.0972297664312873 0.00281929
5 188211 0.274084368135563 0.00586191
5 210518 0.0353397808418931 0.01197566
5 443683 0.0598345835178959 0.02021525
5 581396 0.0964682374922151 0.02845485
5 658468 0.0582843358962762 0.03589027
5 757963 0.0567994828396803 0.04168879
5 860059 0.296451409528956 0.04748732
5 882265 0.122010327535746 0.05407067
5 935908 0.28440996030314 0.06061614
5 963618 0.445364669152719 0.06849666
5 986680 0.177465616144861 0.07876806
5 1044556 0.443844445412185 0.08903946
5 1067519 0.344656947973786 0.09923163
5 1104904 0.232136141406544 0.11211649
5 1168720 0.356938052670891 0.12693087
5 1210223 0.506981519507187 0.14174524
5 1239443 0.26478672139925 0.15655962
5 1295473 0.643867719815988 0.17139605
5 1318515 0.401568106312292 0.18623248
5 1356140 0.526246007352498 0.20134173
5 1389326 0.39339485186984 0.21880546
5 1432565 0.422422518918398 0.23581539
5 1474059 2.25295629820051 0.25334373
5 1481839 0.489376001654345 0.27087207
5 1520525 0.257874363327674 0.28980359
5 1594150 0.816911701487404 0.30878968
5 1617412 0.553604868913858 0.32779282
5 1651588 0.457329938159331 0.34671329
5 1692823 0.955690025375756 0.36557166
5 1718438 0.611494665112526 0.39005173
5 1751897 0.73343826012305 0.41051152
5 1779853 0.921128088298833 0.43101572
5 1805312 0.772333629688169 0.45446632
5 1835681 0.7221589334647 0.47792132
5 1868160 0.661420184512161 0.50137631
5 1903930 1.04491255961844 0.52503549
5 1926574 0.929403125983426 0.54869682
5 1955173 1.14386538709816 0.57527687
5 1978410 1.25501676188677 0.60185692
5 1999589 0.646311781574572 0.62843697
5 2041086 1.78917476981327 0.65525722
5 2052707 0.791786164965011 0.67604949
5 2087575 1.10229403550768 0.70365711
5 2112640 0.914341911162105 0.73128571
5 2143145 0.807645996387718 0.75917778
5 2173043 0.669549070147723 0.78332448
5 2209124 0.62903187581467 0.80748243
5 2251319 0.613503455608719 0.83402477
5 2294582 0.925342441880729 0.8605671
5 2323273 0.550706299653592 0.88711626
5 2371482 0.872604765817584 0.91366541
5 2401907 0.717235490464978 0.94021457
5 2440554 0.723261578604044 0.96793394
5 2478879 0.768555201551461 0.99565331
5 2514974 1.23107304517618 1.02339467
5 2537508 0.458147044212618 1.05113603
5 2577768 0.370958864426419 1.06958148
5 2646808 0.524912090884501 1.09519266
5 2702263 0.863691659496187 1.12430147
5 2735966 0.867425002148936 1.15341028
5 2770867 0.371552328883049 1.1836842
5 2860674 0.272236273150037 1.21705203
5 2983244 1.02867007830322 1.25041985
5 3015682 1.02343270764323 1.28378768
5 3048286 0.883242012758411 1.3171555
5 3086065 0.276170297291929 1.35052333
5 3206889 0.392698814801411 1.38389115
5 3273207 1.47777724960783 1.40993382
5 3294244 1.34748764595268 1.44102154
5 3317111 0.940912422132649 1.47183492
5 3349859 0.724535170379928 1.5026483
