Chromosome Position(bp) Rate(cM/Mb) Map(cM)
11 122657 0 0
11 159352 0.0437144025071536 0.001604099
11 199474 0.0993903594038184 0.005591842
11 237780 0.144366939904976 0.01112196
11 265663 0.212790947889395 0.017055206
11 300485 0.225558842111309 0.024909619
11 332384 0.395645631524499 0.037530356
11 365695 0.380033622527093 0.050189688
11 387685 0.67674852205548 0.065071382
11 491137 0.148110234698218 0.080393648
11 671455 0.120134983750929 0.102056101
11 709326 0.577058963322859 NA
11 743177 0.868798558388231 0.153319616
11 783187 0.735058735316171 0.182729356
11 818745 0.85974183024917 0.213300009
11 840272 1.65368142332884 0.248898836
11 897007 0.634343879439499 0.28488833
11 943558 0.77919056518657 0.321160451
11 1022700 0.458316696570721 0.357432571
11 1079356 0.830545749788195 0.404487937
11 1108647 1.60066573350176 0.451373076
11 1129271 1.61997187742436 0.484783359
11 1164276 1.18167404656478 0.526147872
11 1186334 1.87526067639859 0.567512386
11 1244479 0.840187462378536 0.616365043
11 1283185 1.25774040200486 0.665047177
11 1313643 1.59225819160812 0.713544172
11 1340346 1.83241957832453 0.762475224
11 1371301 1.34688741721854 0.804168127
11 1391662 1.99885074406954 0.844866727
11 1415181 2.03731025978996 0.892782233
11 1447036 1.8582828441375 0.951977834
11 1469542 2.68399982226962 1.012383937
11 1527700 1.06884693421369 1.074545913
11 1552062 2.57257203842049 1.137218879
11 1582315 2.07162925990811 1.199891846
11 1622421 1.5626838876976 1.262564813
11 1692581 1.01103477765108 1.333499027
11 1729993 1.71884422110553 1.397804446
11 1729993 Inf 1.445489039
11 1760610 1.84308064147369 1.501918617
11 1833938 0.80418121317914 1.560887647
11 1861245 2.0604277291537 1.617151786
11 1891910 1.83924995923692 1.673552343
11 1928291 1.55130150353206 1.729990289
11 1946915 3.16222079037801 1.788883445
11 1989902 1.18823365203434 1.839962073
11 2025372 1.4617930645616 1.891811854
11 2054152 1.88297081306463 1.946003712
11 2091173 1.1532292482645 1.988697392
11 2101874 4.3430613961312 2.035172514
11 2143332 1.1185102995803 2.081543699
11 2173361 1.66188684271871 2.13144849
11 2199833 1.8851919008764 2.181353281
11 2227925 1.93774384166311 2.235788332
11 2259857 1.70471940373293 2.290223382
11 2292247 1.6798857672121 2.34463485
11 2320706 1.91192592852876 2.399046317
11 2359238 1.40646475656597 2.453240248
11 2382261 2.45563566867915 2.509776303
11 2403508 2.31673177389749 2.558999899
11 2490183 0.567910008653014 2.608223496
11 2576685 0.586871979838616 2.658989049
11 2615654 1.30271754471503 2.709754602
11 2635883 2.50954570171536 2.760520155
11 2669610 2.14782221958668 2.832959764
11 2690165 3.84924835806373 2.912081104
11 2723971 2.34045139915991 2.991202444
11 2779224 1.4354207011384 3.070513757
11 2799685 3.86874541811251 3.149672116
11 2831387 2.49695287363573 3.228830474
11 2853274 9.4460273221547 3.435575632
11 2884493 1.29488132227169 3.47600054
11 2909967 1.66852477035409 3.518504531
11 2944607 1.2270207852194 3.561008522
11 3014726 0.606169511829889 3.603512514
11 3048066 1.2748650269946 3.646016505
11 3075331 1.68683660370438 3.692008092
11 3138408 0.731092157204686 3.738123157
11 3171417 1.16872368142022 3.776701542
11 3224077 0.783921382453475 3.817982814
11 3246454 1.99440496938821 3.862611661
11 3269560 1.91857093395655 3.906942154
11 3336733 0.659945216083843 3.951272648
11 3378187 1.06302648719062 3.995339321
11 3403758 1.73232959211607 4.039636693
11 3442414 1.00157543460265 4.078353561
11 3483025 1.43310186895176 4.13655322
11 3508985 1.57620570107858 4.177471568
11 3588915 0.613459276867259 4.226505396
11 3610640 2.25702186421174 4.275539225
11 3649393 1.6742574768405 4.340421733
11 3686030 1.76707699866255 4.405162109
11 3715425 2.31779894539888 4.473293858
11 3744831 2.31693191865606 4.541425606
11 3767245 2.86130989560096 4.605559004
11 3796607 2.21616715482597 4.670630092
11 3834575 1.64402654867257 4.733050534
11 3876104 1.8763081220352 4.810971721
11 3935679 1.31019555182543 4.889026635
11 4001011 1.0441330435315 4.957241913
11 4044668 1.56252834596972 5.025457191
11 4130467 0.740430541148498 5.088985363
11 4156192 2.73779980563654 5.159415306
11 4178858 3.10729286155475 5.22984525
11 4403990 0.312838246006787 5.300275194
11 4449404 1.74790813405558 5.379654655
11 4496298 1.69274320808632 5.459034115
11 4555835 1.33328014511984 5.538413576
11 4573244 4.55968177379516 5.617793036
11 4643628 1.43015884291885 5.718453365
11 4730407 1.23943926526003 5.826010675
11 4764132 1.36280207561156 5.871971126
11 4794328 1.47094979467479 5.916387907
11 4832808 1.14744542619543 5.960541622
11 4858124 1.54430399747195 5.999637245
11 4881133 1.69914381329045 6.038732869
11 4908155 1.46334098142254 6.078275243
11 4950432 0.908245618184829 6.116673128
11 4975389 1.6439435829627 6.157701009
11 4996418 1.95307432593086 6.198772198
11 5038925 0.847495706589503 6.234796711
11 5067539 1.25898161739009 6.270821224
11 5089726 1.69331139856673 6.308390746
11 5124115 1.07971735147867 6.345521114
11 5157964 1.0969423025791 6.382651482
11 5180952 1.61282843222551 6.419727172
11 5238236 0.647226101529223 6.456802861
11 5280592 0.87533525356502 6.49387855
11 5308860 1.2984965331824 6.530584406
11 5318049 3.99454782892589 6.567290262
11 5341289 1.67708691910499 6.606265781
11 5405552 0.606196411620995 6.645221811
11 5444893 0.921171297120053 6.68146163
11 5493772 0.739360461547904 6.717600858
11 5517891 1.49837057921141 6.753740086
11 5570448 0.68761915634454 6.789879314
11 5596358 1.51197993052875 6.829054746
11 5624323 1.53936349007688 6.872103054
11 5660221 1.1915844893866 6.914878525
11 5736454 0.561115265042698 6.957653996
11 5791339 0.974632413227658 7.011146696
11 5821776 1.75748924006965 7.064639397
11 5842433 2.51151183618144 7.116519719
11 5873934 1.64694136694073 7.168400042
11 5899228 2.0510911678659 7.220280365
11 5933786 1.38789860524336 7.268243368
11 5968520 1.36930385213336 7.315804774
11 6045318 0.619305190239329 7.36336618
11 6115951 0.672468959268331 7.410864692
11 6136933 1.95713945286436 7.451929396
11 6192173 0.822842143374366 7.497383215
11 6217716 1.77950123321458 7.542837033
11 6290438 0.676007260526388 7.591997584
11 6312650 2.21324509274266 7.641158134
11 6353928 1.18105770628422 7.689909864
11 6390618 1.32874625238485 7.738661594
11 6425053 1.41576012777697 7.787413324
11 6477854 0.946044582488968 7.837365449
11 6515875 1.28455064306567 7.886205331
11 6543030 1.79856011784202 7.935045212
11 6590132 1.03332979491317 7.983717116
11 6616229 1.82583821895237 8.031366003
11 6636942 2.3121228214165 8.079257031
11 6670300 1.43566760597158 8.127148059
11 6693294 2.22209271983996 8.178242864
11 6729148 1.2924248340492 8.224581436
11 6776731 1.07860370300317 8.275904679
11 6842315 0.785543730178092 8.327423822
11 6876724 1.54357290243832 8.380536594
11 6913554 1.43840890578333 8.433513212
11 7014610 0.539359365104496 8.488018723
11 7059583 1.21196050963912 8.542524233
11 7130154 0.769310339941336 8.596815192
11 7202346 0.734395777925532 8.64983268
11 7226332 2.21035187192529 8.702850169
11 7257740 1.68717524197657 8.755841004
11 7287920 1.99057654075547 8.81591657
11 7308948 2.85693361232642 8.875992136
11 7333551 2.51251879852051 8.937807666
11 7356975 2.63639429644809 8.999562566
11 7394112 1.66289414869268 9.061317465
11 7417300 2.66322666896671 9.123072365
11 7444969 2.23191658534822 9.184827264
11 7470768 2.9014225357572 9.259681046
11 7493053 3.35893201705183 9.334534828
11 7519936 3.19209165643715 9.420347825
11 7550642 2.79466553767993 9.506160822
11 7569713 3.73975145508888 9.577481587
11 7595786 2.74411843669697 9.649028983
11 7635350 2.09240976645435 9.731813062
11 7707184 1.1524361722861 9.81459714
11 7795378 0.938659092455269 9.897381219
11 7821953 3.11511194731891 9.980165297
11 7862006 2.06686390532544 10.06294938
11 7907641 1.83024213870932 10.14647244
11 7988627 1.21799446817969 10.2451129
11 8016015 3.44707901270629 10.33952152
11 8049485 2.71987152674036 10.43055564
11 8158686 0.759702749974817 10.51351594
11 8194895 2.58459222845149 10.60710147
11 8229778 2.68283977868876 10.70068699
11 8293596 1.37051145444859 10.7881503
11 8409065 0.737687171448614 10.87333032
11 8432838 3.51845370798805 10.95697448
11 8462700 2.80102471368294 11.04061864
11 8496021 2.51025479427388 11.1242628
11 8559109 1.34373573421253 11.20903639
11 8580745 3.85812534664448 11.29251083
11 8604987 3.4433173830542 11.37598378
11 8628565 2.92550682839936 11.44496139
11 8726457 1.01815878723491 11.54463104
11 8776884 1.97582644218375 11.64426607
11 8849774 1.35232542186857 11.74283711
11 8928139 1.25784470107829 11.84140815
11 8950166 2.73137513052163 11.90157218
11 8972907 4.02271667912581 11.99305283
11 9031832 1.55249215103946 12.08453348
11 9057906 3.0693756232262 12.16456433
11 9101533 1.83443509753135 12.24459519
11 9145897 1.80396041835723 12.32462605
11 9173346 2.91485664322926 12.40463591
11 9212734 2.03086473037473 12.48462759
11 9242958 2.89689319745897 12.57218333
11 9303545 1.44512354135376 12.65973906
11 9345296 2.09709228521473 12.7472948
11 9378679 2.62276308300632 12.83485053
11 9400474 2.24283551273228 12.88373309
11 9436607 1.32138211607118 12.9314786
11 9465969 1.60019072270281 12.97846339
11 9489683 1.9045036687189 13.0236268
11 9537410 0.938361933496763 13.06841202
11 9566673 1.66343163722106 13.11708899
11 9647038 0.605698998320164 13.16576596
11 9686998 1.21814314314314 13.21444293
11 9707261 2.40475250456497 13.26317043
11 9743288 1.36381880256474 13.31230476
11 9775693 1.51625675050147 13.36143908
11 9809096 1.46796694907643 13.41047356
11 9870777 0.794336991942413 13.45946907
11 9903154 1.62584550761343 13.51210905
11 9924302 3.15901267259315 13.57891583
